Date,fao_fpi,fao_meat,fao_dairy,fao_cereals,fao_oils,fao_sugar,fao_fpi_real,fao_meat_real,fao_dairy_real,fao_cereals_real,fao_oils_real,fao_sugar_real,cpi_mom,cpi_p_mom,cpi_n_mom,cpi_u_mom,cpi_baz,icp_obr,icp_pish,icp_pish_sa_stl,icp_selhoz,icp_selhoz_sa_stl,ort,ort_p,ort_n,ipp,ipp_obr,ipp_prod,ipp_prod_sa_stl,kurs_nom,kurs_real,kurs_doll,kurs_doll_mom,kurs_doll_mom_sa_stl,zp_real,zp_real_sa_stl,zp_nom,ob_potreb_kred,ob_rozn_kred,ob_kred,zad_nas_kred,zad_potreb_kred,zad_kred,budj_mom,u_bezrab,unemp_sa_stl,u_potreb_mom,mp_odjp_sh_omsk,mp_odjp_sh_rf,mp_odjp_omsk,mp_odjp_rf,mp_odjp_rf_sa_stl,mp_izmp_omsk,mp_izmp_rf,mp_ojid_spros,mp_izderjki,real_income_m1,real_income_m1_sa_stl,mp_ibk_p_odj,rmci_mom,rmci_mom_sa_stl
2010-01,100.83,101.3,96.61,99.31,99.57,112.45,101.53,85.06,109.02,98.4,107.1,163.83,101.64,101.5,100,104.18,100.69,101.63,100.32,100.97,101.05,100.95,79.9,78.2,81.4,82.2,77.7,63.5,78.46,101.3,102.6,29.94,100,101.01,79,104.14,80.3,49.6,48.77,49.95,98.91,100.09,99.89,34.55,9.58,8.78,127.27,13.46,11.41,17.14,16.7,15.16,10,12.19,24.3,32.38,55.2,102.75,13.54,96.15,99.91
2010-02,97.52,100.74,93.22,95.54,100.19,96.08,99.01,85.69,101.63,94,107.31,157.41,100.85,101.2,100.36,100.88,100.47,99.53,93.2,93.06,99.43,98.96,97.2,98.7,96,104.7,107.8,126.1,115.32,101.8,102.2,30.19,100.84,101.49,97.1,99.78,98,180.72,183.18,153.77,99.26,99.09,100.38,131.9,9.58,8.61,108.93,-5.77,3.99,4.72,12.97,12.68,0.94,7.62,26.6,29.11,120.9,104.7,2.82,99.4,101.43
2010-03,97.3,101.48,100.01,97.66,102.81,73.4,96.34,86.96,101.64,91.81,110.32,115.53,100.41,100.82,100.03,100.19,100.23,100.71,101.75,101.87,105.79,105.22,104,101.1,106.6,110,115.1,122.3,109.38,102.4,102.5,29.56,97.91,98.53,108.7,101.96,109.1,126.06,130.5,101.93,99.5,99.33,100.35,123.21,9.5,8.61,116.39,-1.89,-2.74,9.09,10.55,11.1,-2.4,5.67,31.6,20.57,101.9,102.51,3.26,99.4,100.06
2010-04,100.56,102.91,108.01,98.79,99.13,88.14,96.87,89.49,109.78,90.7,109.36,101.84,100.14,100.1,100.15,100.17,100.15,103.22,99.15,99.21,96.24,96.78,99.1,101.4,97.1,96.7,100.3,100,101.57,101.6,101.6,29.2,98.78,99.45,100.3,100.33,100.4,109.92,111.82,119.79,99.73,99.45,100.68,100.33,9.22,8.58,140.85,3.7,-3.86,8.57,9.5,10.83,-3.35,4.4,31.9,19.23,108.1,101.62,2.52,99.39,100.86
2010-05,99.43,100.35,101.84,99.88,97.99,92.42,96.32,89.8,111.8,90.59,107.17,94.11,100.38,100.33,100.12,100.83,99.99,100.44,102.64,102.66,98.63,98.96,102.3,100.1,104.1,104.8,109.7,108.5,106.65,100.3,100.7,30.35,103.94,103.53,98.1,97.39,98.5,118.82,114.05,76.77,100.34,100.44,101.36,90.09,8.35,8.12,113,-7.41,0.86,4.31,9.31,10.47,-8.17,3.94,25.8,13.46,91.2,96.56,-2.03,99.19,100.37
2010-06,99.44,101.17,98.82,96.95,98.94,104.27,95.78,90.85,110.48,87.83,106.03,98.14,100.48,100.69,100.18,100.48,100.15,106.95,104.3,104.45,91.28,90.58,102.5,101.4,103.4,95.1,95.2,100.2,100.78,99.4,99.9,31.17,102.7,101.87,108.8,105.47,109.3,107.06,109.94,140.93,100.4,100.41,100.45,116.75,7.58,7.85,117.7,12.96,11.01,6.7,11.04,11.06,-8.65,4.25,22.2,15.46,107.3,101.26,-1.13,97.95,100.22
2010-07,104.4,101.11,102.17,108.52,103.87,109.97,99.99,91.85,112.88,95.31,110.13,107.92,100.63,100.59,100.64,100.67,100.74,95.73,98.22,97.77,98.25,99.49,101.5,102.4,100.7,107.7,108.8,105,107.56,98.7,99.1,30.68,98.43,98.67,96.9,104.5,97.5,109.35,108.5,79.9,101.34,101.78,100.61,119.42,7.01,7.8,101.5,44.44,25.24,17.79,14.43,15.21,5.26,9.12,29,10.48,107.4,112.88,11.43,104.82,101.32
2010-08,107.71,100.87,99.48,118.54,110.6,106.2,107.7,92.65,112.3,112.98,121.8,114.61,100.98,101.92,100.34,100.16,101.25,99.18,102.24,101.66,102.05,103.74,104.7,102,107,106.9,107,94.7,101.88,99.7,100.1,30.34,98.89,97.42,97.2,100.13,98.2,100.59,103.67,106.35,101.43,101.28,101.79,74.99,7.1,8.09,102.96,39.62,29.75,17.31,16.1,16.78,6.73,12.02,21.3,5.74,93.6,92.77,11.95,103.6,101.95
2010-09,106.01,99.88,103.36,111.51,102.5,121.08,114.17,92.54,116.07,125.99,124.85,138.77,100.26,100.88,100.38,98.98,100.57,100.63,101.53,101.79,125.68,126.94,98.7,92.7,103.7,94.4,92.9,89.3,89.79,97.9,98.1,30.84,101.65,101.46,102.7,100.47,103,109.78,108.4,111.26,101.15,100.86,101.27,127.2,6.82,7.69,102.16,32.08,22.88,16.75,14.61,15,10.05,12.8,8.7,18.18,98.5,103.14,13.37,104.44,102.14
2010-10,105.2,101.61,104.62,103.69,111.47,109.81,120.11,94.02,121.43,130.64,139.18,152.38,100.51,100.88,100.53,99.81,100.68,101.32,100.64,101.02,122.6,122.29,105,101.5,107.6,104.6,100.2,101.3,97.42,97.4,97.4,30.32,98.31,98.72,97.9,97.67,98.4,90.54,92.46,123.49,100.91,100.87,100.26,88.09,7.08,7.71,79.58,37.74,23.5,18.27,17.04,17.2,8.65,12.61,4.3,20.57,109.9,106.66,13.41,105.91,102.3
2010-11,103.37,102.26,97.82,101.38,110.56,106.89,124.16,96.14,118.78,132.44,153.87,162.89,100.87,101.44,100.72,100.02,100.74,103.98,101.08,101.09,105.21,102.63,100.6,100.2,100.9,99.4,99.1,104,104.72,98.8,99.4,30.97,102.14,101.06,102.4,102.13,103.3,84.77,88.77,88.61,100.36,100.01,100.57,101.96,7.54,7.81,87.61,9.62,22.34,17.54,23.4,22.23,15.17,12.02,-8.5,28.57,98.5,102.16,16.35,102.62,103.36
2010-12,104.18,101.29,98.91,105.54,108.05,106.71,129.35,97.39,117.48,139.77,166.27,173.82,101.06,101.95,100.41,100.29,100.61,102.58,103.13,102.66,111.39,111.06,120.9,135.4,110.8,108.6,104.9,94.7,96.04,102.8,103.4,30.85,99.61,99.99,126.2,101.35,127.6,119.57,139.59,134.31,100.94,98.98,99.68,183.45,8.46,8.18,101.01,13.46,22.4,22.01,29.72,27.63,13.88,13.62,1.9,35.89,134,99.48,17.9,102.04,101
2011-01,103.39,100.28,104.55,103.71,104.95,105.45,120.43,87.95,110.62,130.54,157.14,165.08,102.18,101.91,100.82,104.28,100.99,98.57,99.21,99.85,111.52,111.43,71.9,74,70.1,80.7,76.8,71.3,86.23,101.4,103.4,30.08,97.5,98.52,73.7,98.83,75.3,64.06,49.18,62.69,99.52,99.68,101.36,32.01,8.32,7.52,102,23.08,18.7,25,24.27,22.72,22.71,23.75,21.5,34.93,55.9,103.43,23.85,100,103.76
2011-02,102.94,102.76,106.09,104.52,100.54,99.53,123.98,90.37,117.35,136.44,157.99,164.31,100.64,100.74,99.9,101.37,100.62,99.55,101.51,101.37,103.45,102.98,97.8,97.1,98.3,101,104.6,121.9,111.18,101.7,101.8,29.29,97.37,98.02,96.8,99.47,97.4,121.4,130.91,118.02,100.75,100.84,102.44,152.92,8.81,7.83,99.02,11.11,9.09,15.53,18.2,17.92,12.5,15.99,26.7,35.27,117.1,100.93,14.01,100.67,102.7
2011-03,97.57,103.16,104.26,96.1,92.97,89.03,120.96,93.23,122.35,131.11,146.89,146.29,100.47,100.52,100.43,100.43,100.51,99.72,99.95,100.07,102.47,101.9,119.3,112.3,125.6,110.9,115.2,120.3,107.41,101.6,101.5,28.43,97.06,97.68,111.8,105.04,112.4,133.81,129.69,146.25,101.62,102.3,104.28,120.24,9.04,8.16,113.86,-16.67,1.1,9.13,15.34,15.9,5.29,11.47,30.1,30.92,113.9,114.56,7.2,99.67,100.33
2011-04,101.59,104.08,99.05,104.26,99.8,92.83,122.89,97.04,121.19,136.7,146.6,135.8,100.06,99.91,100.43,99.84,100.14,105.49,99.64,99.7,100.26,100.8,101.6,101.2,102,99.5,102.3,101,102.55,99.1,98.8,28.1,98.84,99.5,98.3,98.34,98.4,118.23,115.04,93,103.02,104.18,102.82,100.84,9.43,8.79,116.52,-22.22,-4.39,6.25,12.9,14.22,-1.44,9.31,24.9,24.27,103.2,96.7,2.37,99.83,101.3
2011-05,99.08,100.36,99.74,99.45,99.76,90.33,121.76,97.39,120.88,135.94,146.25,122.67,100.47,99.96,100.93,100.67,100.33,103.85,99.61,99.63,98.87,99.19,100.4,99.5,101.2,100.1,104.1,103.1,101.26,101.6,101.1,27.87,99.18,98.79,99.6,98.87,100.1,102.58,100.7,92.13,103.14,104.14,101.78,99.71,7.84,7.61,122.39,-22.64,2.8,2.91,12.26,13.42,-0.48,6.7,26,21.26,106.7,112.04,1.21,97.84,99.01
2011-06,99.85,98.85,100.85,97.51,99,114.56,121.57,96.27,121.91,132.55,144.79,140.53,100.12,99.76,100.35,100.37,100.18,98.94,98.22,98.37,96.49,95.79,101.8,100.5,102.8,104.5,106.4,108.2,108.77,101.8,101.6,27.98,100.39,99.58,108.1,104.8,108.2,102.54,110.64,119.04,103.41,103.64,103.79,111.08,6.47,6.73,104.27,3.7,9.31,10.05,12.44,12.45,2.42,6.06,21.2,29.47,106.9,100.83,6.2,98.3,100.57
2011-07,98.7,99.66,98.71,95.48,97.06,111.94,119.99,95.95,120.33,126.55,140.53,157.32,100.14,99.62,100.28,100.73,100.34,100.09,100.42,99.97,97.15,98.38,106.5,104,108.5,98,97.7,84.4,86.94,100.6,100.4,27.9,99.71,99.94,96.7,104.31,96.8,99.23,97.87,80.59,103.31,103.57,100.23,98.57,5.7,6.48,101.17,5.66,14.39,12.02,12.75,13.54,2.88,6.6,16.3,23.19,101,106.54,7.4,101.9,98.4
2011-08,99.83,99.19,98.74,103.13,97.07,98.33,119.79,95.17,118.81,130.51,136.42,154.69,99.57,98.4,100.49,100.17,100.17,102.56,99.44,98.87,97.77,99.45,103.9,100.9,106.1,101.7,101.1,100.2,107.37,97.2,96.4,28.77,103.12,101.62,99.4,102.33,99,112.83,113.2,110.56,104.32,104.92,103.79,94.38,6.38,7.37,104.05,9.26,17.3,12.14,12.36,13.04,4.85,6.92,13.5,23.3,96.8,95.95,8.46,101.53,99.88
2011-09,98.07,101.24,96.39,96.97,97.58,96.25,117.48,96.35,114.52,126.56,133.12,148.89,100.01,99.69,100.93,99.39,100.49,101.03,98.51,98.78,92.66,93.92,94.9,94.2,95.4,97.5,97.2,91.2,91.69,97.3,96.3,30.49,105.98,105.79,104,101.76,104,109.26,107.82,107.64,102.54,102.74,103.11,110.84,6.9,7.78,93.33,3.7,17.61,10.19,13.21,13.6,0.49,7.23,5.8,29.76,93.2,97.83,5.28,101.84,99.54
2011-10,96.4,99.3,99.28,94.77,93.35,95.31,113.25,95.67,113.7,119.93,124.27,141.91,100.5,100.41,100.93,100.1,100.49,105.94,100.52,100.9,81.8,81.49,103.8,102.9,104.5,100.2,97,103.5,99.61,99.4,99.1,31.35,102.82,103.23,99.2,98.97,99.7,78.55,83.12,109.48,102.18,102.22,100.78,97.81,7.83,8.46,102.98,7.14,14.28,9.27,13.34,13.5,5.88,7.64,3.4,22.55,111.1,107.86,7.57,103.12,99.5
2011-11,100.32,101.98,99.09,98.32,105.05,94.11,113.61,97.57,112.67,117.92,130.55,133.54,100.4,100.46,100.63,100.02,100.53,98.03,100.12,100.12,93.95,91.38,101.8,103.4,100.8,101,97.3,106.8,107.54,103.9,103.7,30.86,98.44,97.37,103.5,103.25,103.9,108.93,107.75,88.02,102.01,101.78,102.59,114.18,8.68,8.95,86.71,5.56,13.5,10.34,15.46,14.3,5.91,6.46,-4.4,22.28,100.3,103.99,8.12,99.04,99.79
2011-12,96.78,98.33,97.55,95.05,96.89,96.18,109.96,95.94,109.91,112.09,126.49,128.44,100.34,100.34,100.37,100.28,100.26,99.06,102.03,101.57,99.43,99.1,119.2,132.8,110.1,112.3,111,106,107.31,99.9,99.9,31.45,101.91,102.3,131.6,106.75,132,132.69,131.75,152.6,102.54,103.36,100.29,158.6,9.09,8.82,99.33,12.73,11.78,14.22,16.06,13.98,6.37,7.08,1.5,22.06,141.4,106.85,10.26,101.13,100.08
2012-01,100.28,96.85,98.64,102.27,102.76,102.26,111.07,93.6,109.21,115.47,130.93,132.31,100.24,100.39,100.14,100.18,100.23,95.19,97.74,98.36,98.03,97.94,69.8,66.3,72.7,84,79.8,72.8,87.69,100.6,100.7,31.51,100.19,101.22,73.2,98.32,73.3,61.55,57.83,57.46,100.3,101.08,98.46,34.62,9.02,8.22,103.36,9.26,6.23,13.53,14.05,12.49,3.43,8.07,20.3,11.11,54.4,101.9,8.42,96.18,99.95
2012-02,102.44,102.37,100.75,103.06,102.78,102.39,113.78,95.81,110.03,119.01,134.57,135.47,100.3,100.47,100.42,99.87,100.34,98.77,100.74,100.6,100.16,99.7,104.1,102.4,105.4,103.6,106,114.7,104.04,103.4,103.3,29.88,94.83,95.47,99.2,101.86,99.5,125.87,132.15,113.79,102.14,102,102.38,146.67,8.1,7.12,100.65,5.45,3.95,12.09,14.09,13.83,4.23,6.49,23.3,17.13,116.7,100.56,8.12,97.36,99.39
2012-03,100.3,100.86,97.38,99.59,102.79,99.9,114.12,96.63,107.15,118.53,138.32,135.34,100.4,100.6,100.52,99.94,100.29,100.63,102.56,102.68,103.06,102.5,107.2,117.6,99.7,102.9,105.2,116.1,103.24,102,102,29.37,98.29,98.9,105.6,98.82,106,121.75,118.58,109.12,103.17,104.33,101.75,105.41,7.66,6.77,101.29,-1.85,-0.74,11.48,13.05,13.61,3.79,6.87,25.2,26.07,104.6,105.31,7.6,99.49,100.15
2012-04,98.9,99.28,95.31,98.86,102.5,94.74,112.87,95.94,102.12,117.17,141.78,128.22,100.34,100.01,100.66,100.39,100.43,104,100.58,100.64,103.17,103.71,104.9,103.4,106.1,97,100.4,99.3,100.83,99.8,99.7,29.47,100.34,100.99,100.5,100.55,100.8,102.66,105.55,96.94,103.52,103.69,103.44,117.37,6.93,6.3,113.38,-7.27,-3.32,10.05,13.1,14.42,6.7,5.34,23.3,18.1,108.9,102.37,8.37,99.49,100.95
2012-05,95.71,98.14,93.78,97.83,92.39,90.93,108.02,94.15,95.76,114.62,130.99,116.59,100.61,100.7,100.35,100.87,100.14,103.48,100.06,100.08,100.79,101.11,102.2,105.3,99.7,100.3,103.4,102.4,100.58,97.8,98.3,30.65,104,103.62,104.4,103.65,105,103.21,101.4,90.69,103.27,103.6,100.52,87.76,6.49,6.26,124.72,-10.71,2.63,12.38,16.19,17.34,4.29,5.1,19,27.96,96.4,101.71,8.29,100.17,101.34
2012-06,97.34,97.74,96.93,99.23,93.67,98.59,105.15,92.03,92.82,113.74,122.7,114.95,100.97,101.54,100.37,100.99,100.58,100.36,100.63,100.77,102.73,102.03,102.9,99.3,106,105.2,107.3,105.8,106.37,94.8,95.8,32.91,107.37,106.57,105.7,102.44,106.8,96.79,96.04,101.54,102.89,103.41,100.32,112.48,6.32,6.58,103.15,0,13.58,14.83,19.58,19.58,0.48,7.3,20.1,26.32,104,97.89,7.53,98.8,101.07
2012-07,105.4,98.98,97.51,114.82,102.44,111.66,110.83,91.09,90.51,130.59,125.69,128.35,101.38,101.61,100.29,102.6,100.54,99.74,100.79,100.34,102.69,103.92,102.7,99.7,105.2,100.6,99.8,92.3,94.82,101.9,103,32.5,98.75,98.97,92.3,99.92,93.6,109.11,110.73,112.62,103.31,103.73,104.1,99.71,5.98,6.76,90.39,12.5,22.4,15.31,16.84,17.64,5.74,12,13.6,23.33,99.6,105.2,10.47,105.03,101.53
2012-08,101,102.7,102.27,102.2,99.82,91.32,111.94,93.55,92.56,133.46,125.47,117.21,100.65,100.69,100.55,100.72,100.79,103.8,102.52,101.95,100.37,102.05,100,99.2,100.6,98.4,98,96.3,103.47,101.1,100.8,31.97,98.37,96.85,98.7,101.63,99.4,107.6,107.4,105.37,103.74,104.14,102.59,85.57,6,6.98,95.65,37.5,25.17,21.15,17.5,18.19,17.31,10.68,13.5,29.19,106.7,105.82,19.22,106.93,105.29
2012-09,101.52,103.82,108.79,99.8,99,95.79,113.63,97.12,100.69,133.19,124.21,112.28,100.67,100.41,100.5,101.28,100.79,106.48,103.81,104.08,107.68,108.93,95.2,93.6,96.5,96.1,94.5,92.6,93.09,99.4,99.6,31.52,98.59,98.4,99.8,97.55,100.5,88.77,88.48,87.41,102.76,103,100.5,107.2,6.06,6.93,91.41,37.25,21.63,19.32,14.48,14.87,19.71,11.93,9.6,20.48,100.6,105.21,19.52,105.09,102.79
2012-10,99.06,100.88,102.95,99.79,91.21,101.6,112.56,97.98,103.66,132.91,113.3,114.07,100.42,100.83,100.34,99.92,100.72,99.55,103.13,103.51,115.68,115.38,104.8,106,103.9,102.6,101.2,109.7,105.8,100.7,100.9,31.09,98.64,99.04,102.6,102.37,103,109.57,111.45,126.09,102.89,102.84,102.99,112.88,6.64,7.27,99.45,23.53,21.16,12.56,14.74,14.9,16.35,10.45,3.4,17.14,99.5,96.25,14.44,106.02,102.4
2012-11,99.68,99.74,100.56,101.39,97.3,95.22,112.2,97.73,104.24,134.75,110.24,108.63,100.39,100.63,100.43,99.97,100.45,99.82,100.53,100.53,107.06,104.5,99.6,105.9,94.6,101.9,98.9,106,106.77,99.7,100,31.41,101.03,99.97,105.8,105.55,106.2,92.86,96.61,83.55,102.61,102.08,102.78,93.27,7.61,7.88,103.89,23.08,15.65,12.62,16.03,14.87,7.77,8.87,-4.3,19.62,104,107.72,10.18,100.28,101.03
2012-12,99.37,99.74,102.86,98.59,97.41,99.84,111.49,97.47,107.22,132.86,107.39,108.45,100.32,100.58,100.02,100.35,100.29,95.05,99.9,99.44,102.28,101.95,126.4,125.2,127.4,105.9,102.5,99.8,101.08,101,101.2,30.74,97.87,98.27,120.9,96.06,121.3,102.65,105.08,120.65,102.3,101.89,101.39,193.93,7.95,7.67,97.33,3.85,13.76,11.22,16.58,14.51,7.28,8.71,2.9,17.79,143.1,108.53,9.24,101.93,100.89
2013-01,100.43,99.11,102.42,99.17,104.98,97.74,112.46,97.03,110.3,132.33,113.23,106.47,101.44,101.34,100,103.76,100.53,96.47,97.65,98.26,105.71,105.62,63.9,58.7,68.4,82.5,80.9,65.7,80.56,101.1,101.8,30.26,98.44,99.47,76.9,102.01,78,72.04,63.21,67.05,100.88,101.19,100.73,34.68,7.9,7.1,96.15,9.62,13.32,16.5,15.25,13.67,9.66,10.77,19.2,13.46,52,99.48,13.06,97.83,101.61
2013-02,99.89,101.03,102.28,98,101.02,96.77,112.34,98.03,112.82,129.69,114.39,103.03,100.57,100.84,100.51,100.27,100.5,104.83,100.38,100.25,103.12,102.66,103.2,100.8,104.9,108.3,113.8,122.7,112.09,100.4,100.5,30.16,99.67,100.31,96.9,99.54,97.5,132.94,140.95,103.79,100.98,100.62,100.81,123.01,7.79,6.82,101.71,15.38,6.72,18.54,13.78,13.52,9.76,8.14,26.3,17.96,117.1,101,14.1,98.2,100.24
2013-03,99.7,100.43,103.44,98.35,97.48,101.08,112,98.46,116.7,127.56,111.5,104.14,100.3,100.29,100.34,100.24,100.34,98.51,99.92,100.04,101.95,101.39,108.4,111.1,106.4,107.7,109.3,115.2,102.37,99.9,99.9,30.8,102.12,102.72,105.9,99.1,106.2,107.5,102.65,109.41,101.84,102.56,102.38,119.77,7.79,6.91,101.12,5.66,4.75,13.04,12.58,13.15,8.7,6.98,25.5,16.35,113.6,114.36,10.86,102.68,103.33
2013-04,99.99,100.66,109.98,96.36,98.57,96.44,111.99,99.11,128.35,122.92,109.91,100.43,100.3,100.43,100.11,100.4,100.24,97.63,100.02,100.07,100.23,100.77,104.7,107.6,102.5,95.4,97,103.9,105.41,98.3,98.6,31.33,101.72,102.36,106.1,106.16,106.4,125.67,126.82,111.2,103.53,104.31,101.76,126.11,7.84,7.21,123.89,7.41,2.71,13.24,11.68,12.99,7.8,6.15,22.9,15.31,106.7,100.15,10.5,97.66,99.12
2013-05,99.37,96.99,99.4,101.13,100.34,98.98,111.28,96.13,127.59,124.31,110.28,99.41,100.69,101.07,100.33,100.65,100.32,98.54,99.37,99.39,100.34,100.65,105.1,106,104.4,132,140.3,110.4,108.59,100.5,101.1,31.24,99.71,99.33,97.7,96.94,98.4,83.12,89.27,95.61,102.57,102.33,102.48,82.38,7.41,7.18,113.9,0,4.1,11.39,11.4,12.54,7.5,4.62,22.3,10.78,97.9,103.18,9.43,99.16,100.31
2013-06,99.04,99.55,100.2,98.08,99.7,96.99,110.21,95.69,127.84,121.92,109.95,96.42,100.5,100.67,100.28,100.59,100.28,100.7,100.25,100.39,101.02,100.32,104.1,103.3,104.8,79.8,79.1,98.9,99.46,96.4,96.7,32.28,103.33,102.55,106,102.77,106.5,103.64,103.95,110.5,102.91,102.63,102.26,118.64,6.39,6.64,93.7,18.18,14.53,20.48,13.75,13.74,4.78,4.83,24.2,19.91,113.7,107.56,12.49,97.02,99.28
2013-07,97.5,99.55,100.52,94.53,96.3,98.51,107.46,95.26,128.51,115.25,105.89,94.99,100.86,100.09,99.99,103.28,100.35,103.37,100.73,100.29,99.47,100.69,103,104.4,101.9,99.7,99.4,88.8,91.3,99.4,100,32.74,101.43,101.63,93.4,101.03,94.2,113.91,107.45,108.25,103.11,103.14,102.86,89.55,5.59,6.37,95.38,20,15.2,14.9,11.62,12.42,7.25,8.63,17.7,24.4,95.9,101.56,11.04,104.09,100.6
2013-08,98.52,100.92,103.31,94.3,96.28,101.14,105.87,96.14,132.76,108.68,101.95,96.07,99.6,98.34,100.31,100.43,100.52,107.66,100.8,100.23,97.17,98.84,105.1,105.3,104.9,100.7,100.7,102.2,109.36,98.2,98.2,33.02,100.86,99.32,99,101.94,98.6,98.38,101.55,97.89,102.98,102.91,102.12,98.17,5.37,6.35,96.92,25.93,17,13.46,11.57,12.27,12.02,6.87,12.9,23.7,107.5,106.6,12.74,100,98.36
2013-09,100.22,100.55,102.3,97.88,100.91,101.98,106.1,96.67,135.81,106.38,102.88,97.97,100.33,100.48,100.49,99.87,100.76,101.5,100.6,100.87,98.37,99.62,95.4,94.7,96.1,82.9,80,94.2,94.7,101.2,101.1,32.63,98.82,98.63,101.9,99.64,102.2,157.32,149.25,113.48,104.42,105.47,102.79,96.66,5.84,6.71,100,12.96,16.45,5.83,10.67,11.06,11.65,7.13,2.4,33.33,94.2,98.8,8.72,101.4,99.11
2013-10,102.02,100.34,102.66,101.73,102.77,107.45,108.24,97,139.42,108.22,105.73,105.28,100.32,100.48,100.58,99.74,100.46,97.43,100.85,101.24,89.43,89.13,100.2,100.7,99.8,121.6,119.8,104.4,100.49,100.3,100.7,32.06,98.25,98.66,102.3,102.07,102.6,72.69,73.68,89.63,102.71,102.81,101.78,116.1,6.28,6.91,94.55,13.46,14.84,9,10.91,11.08,9.5,7.4,-5.5,24.51,102.6,99.35,9.25,103.19,99.56
2013-11,99.94,99.27,99.33,99.36,105.11,94.63,108.17,96.29,138.48,107.52,111.13,99.63,100.64,101.3,100.43,100.01,100.55,97.38,100.29,100.29,92.81,90.27,100.4,103.5,97.8,107.6,109,101.8,102.59,99.1,99.7,32.64,101.81,100.76,101.6,101.36,102.2,98.52,100.17,101.98,101.54,101.12,101.83,85.87,6.83,7.09,94.71,11.76,15.01,11.76,12.15,11,7.84,6.62,-11.2,7.8,108.8,112.54,9.79,100.4,101.16
2013-12,99.59,99.02,103,99.92,98.7,93.71,107.73,95.35,142.64,107.43,109.69,93.36,100.43,100.76,100.05,100.5,100.38,98.38,102.82,102.37,100.96,100.62,128.4,128.3,128.4,97.3,93.8,97,98.25,98.8,98.9,32.89,100.77,101.18,124.8,99.96,125.3,111.21,118.25,137.53,101.89,101.07,101.21,203.59,7.25,6.98,97.97,7.84,13.53,16.34,13.55,11.48,7.84,6.59,-5.9,19.12,137.9,103.3,12.05,100.67,99.62
2014-01,98.33,98.64,99.8,99.28,96.02,94.38,107.43,95.39,144.38,108.17,106.81,89.36,100.52,100.62,100.13,100.94,100.22,98.52,100.63,101.23,99.02,98.93,63.4,55.6,70.2,82,79.3,73.5,88.33,98.8,99.3,33.46,101.73,102.77,75.7,100.8,76.1,59.22,54.87,60.4,100.27,100.92,103.28,36.58,7.82,7.02,92.23,16,12.06,18.54,13.97,12.39,7.35,8.88,15.4,9.27,45.5,92.96,12.87,96.41,100.2
2014-02,101.93,100.42,100.15,102.27,104.54,106.18,109.51,95.78,144.59,110.63,111.66,94.88,100.7,101.33,100.43,100.19,100.45,103.15,100.23,100.1,100.13,99.67,102,100.5,103.1,104.5,107.1,112.6,102.05,95.9,96.1,35.22,105.26,105.89,96.9,99.53,97.6,113.69,120.02,90.9,101.36,100.93,98.45,111.07,7.85,6.88,104.49,11.76,13.99,19.32,16.51,16.26,8.17,9.03,14.4,22.71,129.7,113.64,13.68,98.07,100.12
2014-03,103.06,102.52,98.96,104.8,103.75,107.92,112.86,98.19,143.09,115.93,115.85,102.4,100.93,101.86,100.42,100.3,100.77,104.01,100.49,100.62,98.88,98.33,104.6,106.9,103,115.8,119.9,120.9,108.1,97.7,98.3,36.21,102.81,103.4,103.1,96.28,104.1,118.3,117.62,113.66,101.23,100.84,100.27,132.45,7.68,6.8,101.61,7.69,9.67,23.26,14.31,14.88,10.6,9.3,16.1,35.19,97.7,98.51,16.84,101.12,101.77
2014-04,99.47,103.26,95.16,100.06,96.93,98.38,112.27,101.39,136.17,116,112.3,100.74,101.02,101.52,100.43,101.14,101.22,100.79,101.86,101.91,102.26,102.8,100.8,101,100.7,88.2,88.1,98.5,99.99,102.4,102.7,35.66,98.48,99.11,104.8,104.87,105.9,98.53,100.7,122.33,101.2,100.49,101.74,104.79,7.45,6.82,106.35,1.89,5.92,16.43,12.37,13.67,6.57,8.45,15,24.41,116.5,109.92,11.44,101.39,102.84
2014-05,99.88,102.17,96.27,99.81,98.07,103.75,112.13,103.6,131.08,115.78,110.13,104.52,100.92,101.75,100.49,100.28,100.87,100.9,101.34,101.35,102.41,102.72,106.4,106.9,106.1,120.2,126.6,109.5,107.71,102.2,102.7,34.93,97.95,97.59,97.9,97.12,98.8,98.9,96.04,72.16,101.52,101.17,100.65,86.31,7.05,6.82,119.4,2,4.46,15.05,11.2,12.33,6.73,6.2,19.7,20.57,98.1,103.35,10.85,100.14,101.28
2014-06,98.34,103.68,95.95,94.81,96.69,99.51,110.27,107.4,125.77,109.77,106.48,104.01,100.33,99.82,100.2,101.29,100.75,103.4,100.89,101.03,102.73,102.03,103.2,103.5,103,90.8,90.6,96.4,96.95,102.2,102.7,34.41,98.51,97.75,106.2,103,106.6,101.06,103.63,105.92,101.44,101.14,101.72,106.07,6.51,6.76,91.25,2,9.17,13.59,12.33,12.31,0.96,6.86,24,23.79,104.4,98.23,7.18,98.22,100.48
